Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
11797160,"Smart Thinking: Three Essential Keys to Solve Problems, Innovate, and Get Things Done",Art Markman,"Markman, Art",,"=""0399537228""","=""9780399537226""",0,3.57,Perigee Books,Hardcover,272,2012,2012,,2014/05/09,"to-read, my-books","to-read (#81), my-books (#230)",to-read,,,,,,,0,,,,,
11950752,Irrefutable,Dale  Roberts,"Roberts, Dale",,"=""""","=""""",0,3.28,DTR Books,Kindle Edition,363,2011,2011,,2014/05/09,to-read,to-read (#80),to-read,,,,,,,0,,,,,
18886521,Close to the Machine: Technophilia and Its Discontents,Ellen Ullman,"Ullman, Ellen",,"=""""","=""""",0,3.77,Picador,Kindle Edition,208,2012,1997,,2014/05/09,to-read,to-read (#79),to-read,,,,,,,0,,,,,
18919869,All Gone: A Memoir of My Mother's Dementia. With Refreshments,Alex Witchel,"Witchel, Alex",,"=""""","=""""",0,3.28,Riverhead,Kindle Edition,224,2012,2012,,2014/05/09,to-read,to-read (#78),to-read,,,,,,,0,,,,,
17951509,The Forsaken: An American Tragedy in Stalin's Russia,Tim Tzouliadis,"Tzouliadis, Tim",,"=""""","=""""",0,4.27,Penguin Books,Kindle Edition,460,2008,2007,,2014/05/09,to-read,to-read (#77),to-read,,,,,,,0,,,,,
8866365,An American Tragedy,Theodore Dreiser,"Dreiser, Theodore",,"=""""","=""""",0,3.92,,Kindle Edition,880,,1925,,2014/05/09,to-read,to-read (#76),to-read,,,,,,,0,,,,,
13588651,Learning Node,Shelley Powers,"Powers, Shelley",,"=""1449323073""","=""9781449323073""",0,3.58,O'Reilly Media,Paperback,374,2012,2012,,2014/05/09,"to-read, my-books","to-read (#73), my-books (#272)",to-read,,,,,,,0,,,,,
19224591,JavaScript Web Applications,Alex MacCaw,"MacCaw, Alex",,"=""""","=""""",0,3.78,O'Reilly Media,Kindle Edition,282,2011,2011,,2014/05/09,to-read,to-read (#75),to-read,,,,,,,0,,,,,
17288969,Effective JavaScript: 68 Specific Ways to Harness the Power of JavaScript,David Herman,"Herman, David",,"=""""","=""""",0,4.39,Addison-Wesley Professional,Kindle Edition,216,2012,2012,,2014/05/09,to-read,to-read (#74),to-read,,,,,,,0,,,,,
4373732,Secrets of the JavaScript Ninja,John Resig,"Resig, John",Bear Bibeault,"=""193398869X""","=""9781933988696""",0,4.17,Manning Publications,Paperback,392,2013,2008,,2014/05/09,"to-read, my-books","to-read (#292), my-books (#292)",to-read,,,,,,,0,,,,,
18902863,Testable JavaScript,Mark Ethan Trostler,"Trostler, Mark Ethan",,"=""""","=""""",0,3.38,O'Reilly Media,Kindle Edition,274,2013,2012,,2014/05/09,to-read,to-read (#72),to-read,,,,,,,0,,,,,
18900133,JavaScript Enlightenment,Cody Lindley,"Lindley, Cody",,"=""""","=""""",0,3.50,O'Reilly Media,Kindle Edition,166,2012,2012,,2014/05/09,to-read,to-read (#70),to-read,,,,,,,0,,,,,
18902877,Node for Front-End Developers,Garann Means,"Means, Garann",,"=""""","=""""",0,2.90,O'Reilly Media,Kindle Edition,60,2012,2012,,2014/05/09,to-read,to-read (#71),to-read,,,,,,,0,,,,,
13119677,Comptia Security+: Get Certified Get Ahead: Sy0-301 Study Guide,Darril Gibson,"Gibson, Darril",,"=""1463762364""","=""9781463762360""",0,4.00,Createspace,Paperback,559,2011,2011,,2014/05/09,"to-read, my-books","to-read (#69), my-books (#216)",to-read,,,,,,,0,,,,,
19033646,JavaScript Unit Testing,Hazem Saleh,"Saleh, Hazem",,"=""1782160639""","=""9781782160632""",0,3.33,Packt Publishing,ebook,190,2015,2012,,2014/05/09,to-read,to-read (#68),to-read,,,,,,,0,,,,,
3699920,Reading Magic: Why Reading Aloud to Our Children Will Change Their Lives Forever,Mem Fox,"Fox, Mem",Judy Horacek,"=""0156035103""","=""9780156035101""",0,4.08,Mariner Books,Paperback,208,2008,2001,,2014/05/09,"to-read, my-books","to-read (#67), my-books (#97)",to-read,,,,,,,0,,,,,
9066304,Deadly Choices: How the Anti-Vaccine Movement Threatens Us All,Paul A. Offit,"Offit, Paul A.",,"=""0465021492""","=""9780465021499""",0,4.18,Basic Books,Hardcover,288,2010,2010,,2014/05/09,"to-read, my-books","to-read (#66), my-books (#252)",to-read,,,,,,,0,,,,,
71672,Thinking in Java,Bruce Eckel,"Eckel, Bruce",,"=""0131872486""","=""9780131872486""",0,4.10,Prentice Hall,Paperback,1482,2006,1998,,2014/05/09,to-read,to-read (#65),to-read,,,,,,,0,,,,,
15753349,Getting the Important Things Right,Padgett Gerler,"Gerler, Padgett",,"=""""","=""""",0,3.98,Lulu,Kindle Edition,276,2012,2012,,2014/05/09,to-read,to-read (#64),to-read,,,,,,,0,,,,,
18195774,"Departed (A Leopold Blake Thriller, #3)",Nick Stephenson,"Stephenson, Nick",,"=""""","=""""",0,3.69,WJ Books Ltd,Kindle Edition,220,2013,2013,,2014/05/09,to-read,to-read (#62),to-read,,,,,,,0,,,,,
17385309,Terms and Conditions,P. Michael Henninger,"Henninger, P. Michael",,"=""""","=""""",0,3.80,,Kindle Edition,227,2012,2012,,2014/05/09,to-read,to-read (#63),to-read,,,,,,,0,,,,,
17929141,Letters From Grandma: Before You Were Born,Cheryl Therrien,"Therrien, Cheryl",,"=""""","=""""",0,5.00,Amazon,Kindle Edition,42,2013,2013,,2014/05/09,to-read,to-read (#61),to-read,,,,,,,0,,,,,
18158337,Twittering from the Circus of the Dead,Joe Hill,"Hill, Joe",,"=""""","=""""",0,3.70,William Morrow,Kindle Edition,39,2013,2013,,2014/05/09,to-read,to-read (#60),to-read,,,,,,,0,,,,,
13020367,Code: The Hidden Language of Computer Hardware and Software,Charles Petzold,"Petzold, Charles",,"=""""","=""""",0,4.34,,Kindle Edition,400,,1999,,2014/05/09,to-read,to-read (#59),to-read,,,,,,,0,,,,,
20825146,"Sanctuary: A Postapocalyptic Novel (The New World Series, #3)",G. Michael Hopf,"Hopf, G. Michael",,"=""""","=""""",0,4.08,Plume,Kindle Edition,368,2014,2014,,2014/05/09,to-read,to-read (#58),to-read,,,,,,,0,,,,,
19217550,Needle,Craig Jordan Goodman,"Goodman, Craig Jordan",,"=""""","=""""",0,3.77,CreateSpace Independent Publishing Platform,Kindle Edition,354,2012,2012,,2014/05/09,to-read,to-read (#57),to-read,,,,,,,0,,,,,
18902634,The Goldfinch,Donna Tartt,"Tartt, Donna",,"=""""","=""""",0,3.86,"Little, Brown and Company",Kindle Edition,774,2013,2013,,2014/05/09,to-read,to-read (#56),to-read,,,,,,,0,,,,,
10023211,Confessions of a Public Speaker,Scott Berkun,"Berkun, Scott",,"=""1449301959""","=""9781449301958""",0,3.90,O'Reilly Media,Paperback,240,2011,2009,,2014/05/09,"to-read, my-books","to-read (#55), my-books (#109)",to-read,,,,,,,0,,,,,
11234680,Chopin's Heart,Steven J. Lagerberg,"Lagerberg, Steven J.",,"=""145640296X""","=""9781456402969""",0,3.00,Createspace,Paperback,196,2011,2011,,2014/05/09,"to-read, my-books","to-read (#54), my-books (#88)",to-read,,,,,,,0,,,,,
18917490,When to Speak Up and When To Shut Up,Michael D. Sedler,"Sedler, Michael D.",,"=""""","=""""",0,3.73,Revell,Kindle Edition,161,2006,2003,,2014/05/09,to-read,to-read (#53),to-read,,,,,,,0,,,,,
18996221,To Do List: How To Accomplish All Your Goals In Less Time,Dalton Schafer,"Schafer, Dalton",,"=""""","=""""",0,2.33,,Kindle Edition,22,2013,2013,,2014/05/09,to-read,to-read (#52),to-read,,,,,,,0,,,,,
18404528,State of Decay: Part One,Peggy Martinez,"Martinez, Peggy",,"=""""","=""""",0,3.94,,Kindle Edition,51,2013,2013,,2014/05/09,to-read,to-read (#51),to-read,,,,,,,0,,,,,
18883488,Engineering Software as a Service: An Agile Approach Using Cloud Computing,Armando Fox,"Fox, Armando",David Patterson,"=""""","=""9780984881239""",0,4.05,Strawberry Canyon LLC,Kindle Edition,,2014,2013,,2014/05/09,to-read,to-read (#50),to-read,,,,,,,0,,,,,
18109454,The Binary Year,Anna Maslin,"Maslin, Anna",,"=""""","=""""",0,3.08,Alinwest Publications Ltd,Kindle Edition,408,2012,2012,,2014/05/09,to-read,to-read (#49),to-read,,,,,,,0,,,,,
19098416,Paydown (A Leopold Blake Thriller #0.5),Nick Stephenson,"Stephenson, Nick",,"=""""","=""""",0,3.66,WJ Books Ltd,Kindle Edition,162,2014,2013,,2014/05/09,to-read,to-read (#48),to-read,,,,,,,0,,,,,
18404818,Safe with Me: A Novel,Amy Hatvany,"Hatvany, Amy",,"=""1442369736""","=""9781442369733""",0,3.90,Simon & Schuster Audio,Audio,,2014,2014,,2014/04/03,to-read,to-read (#48),to-read,,,,,,,0,,,,,
7895937,Saving Max,Antoinette van Heugten,"Heugten, Antoinette van",,"=""0778329631""","=""9780778329633""",0,3.81,Mira,Paperback,376,2010,2010,,2014/04/03,to-read,to-read (#47),to-read,,,,,,,0,,,,,
17226463,The Interestings,Meg Wolitzer,"Wolitzer, Meg",,"=""""","=""""",0,3.52,Amazon Digital Services,Kindle Edition,480,2013,2013,,2014/04/03,to-read,to-read (#46),to-read,,,,,,,0,,,,,
17934416,Keep Quiet,Lisa Scottoline,"Scottoline, Lisa",,"=""1250010098""","=""9781250010094""",0,3.74,St. Martin's Press,Hardcover,352,2014,2014,,2014/04/03,to-read,to-read (#44),to-read,,,,,,,0,,,,,
7602266,The Lies We Told,Diane Chamberlain,"Chamberlain, Diane",,"=""0778328538""","=""9780778328537""",0,3.85,Mira,Hardcover,374,2010,2010,,2014/03/25,to-read,to-read (#43),to-read,,,,,,,0,,,,,
18801904,The Winter People,Jennifer McMahon,"McMahon, Jennifer",,"=""""","=""""",0,3.73,Doubleday ,Kindle Edition,336,2014,2014,,2014/02/25,to-read,to-read (#42),to-read,,,,,,,0,,,,,
8087710,"Pandemic (Infected, #3)",Scott Sigler,"Sigler, Scott",,"=""""","=""""",0,4.22,Crown,Kindle Edition,592,2014,2014,,2014/02/21,to-read,to-read (#41),to-read,,,,,,,0,,,,,
2331954,"Infected (Infected, #1)",Scott Sigler,"Sigler, Scott",,"=""0307406105""","=""9780307406101""",0,3.85,Crown,Hardcover,342,2008,2008,,2014/02/21,to-read,to-read (#40),to-read,,,,,,,0,,,,,
3605324,"Contagious (Infected, #2)",Scott Sigler,"Sigler, Scott",,"=""0307406318""","=""9780307406316""",0,4.12,Crown,Hardcover,438,2008,2008,,2014/02/21,to-read,to-read (#39),to-read,,,,,,,0,,,,,
18100372,Harrowgate,Kate Maruyama,"Maruyama, Kate",,"=""1477807659""","=""9781477807651""",0,3.37,47North,Paperback,287,2013,2013,,2014/02/21,to-read,to-read (#38),to-read,,,,,,,0,,,,,
6690798,"The Passage (The Passage, #1)",Justin Cronin,"Cronin, Justin",,"=""0345504968""","=""9780345504968""",0,4.02,Ballantine Books,Hardcover,766,2010,2010,,2014/02/21,to-read,to-read (#37),to-read,,,,,,,0,,,,,
9648068,"The First Days (As the World Dies, #1)",Rhiannon Frater,"Frater, Rhiannon",,"=""0765331268""","=""9780765331267""",0,3.80,Tor Books,Paperback,335,2011,2008,,2014/02/21,to-read,to-read (#36),to-read,,,,,,,0,,,,,
4364,Maximum City: Bombay Lost and Found,Suketu Mehta,"Mehta, Suketu",,"=""0375703403""","=""9780375703409""",0,3.89,Vintage,Paperback,542,2005,2004,,2014/02/21,to-read,to-read (#35),to-read,,,,,,,0,,,,,
11486,The Color Purple,Alice Walker,"Walker, Alice",,"=""0671727796""","=""9780671727796""",0,4.14,Pocket,Paperback,295,2004,1982,,2014/02/21,"to-read, my-books","to-read (#34), my-books (#8)",to-read,,,,,,,0,,,,,
7058405,"The Ice Princess (Patrik Hedström, #1)",Camilla Läckberg,"Läckberg, Camilla",Steven T. Murray,"=""1605980927""","=""9781605980928""",0,3.66,Pegasus,Hardcover,393,2010,2003,,2014/02/21,to-read,to-read (#33),to-read,,,,,,,0,,,,,
6556,Shadows,John Saul,"Saul, John",,"=""0553560271""","=""9780553560275""",0,3.89,Bantam,Mass Market Paperback,393,1993,1992,,2014/02/21,to-read,to-read (#32),to-read,,,,,,,0,,,,,
11890805,A Good American,Alex George,"George, Alex",,"=""039915759X""","=""9780399157592""",0,3.71,Putnam Adult,Hardcover,400,2012,2012,,2014/02/21,to-read,to-read (#31),to-read,,,,,,,0,,,,,
99944,The Bhagavad Gita,Veda Vyasa,"Vyasa, Veda","Simon Brodbeck, Juan Mascaró","=""0140449183""","=""9780140449181""",0,4.08,Penguin Classics,Paperback,160,2003,-500,,2014/02/12,to-read,to-read (#30),to-read,,,,,,,0,,,,,
30843,The Great Indian Novel,Shashi Tharoor,"Tharoor, Shashi",,"=""1559701943""","=""9781559701945""",0,3.83,Arcade Publishing,Paperback,423,1993,1989,,2014/02/12,to-read,to-read (#29),to-read,,,,,,,0,,,,,
3900876,Go Kiss the World: Life Lessons For The Young Professional,Subroto Bagchi,"Bagchi, Subroto",,"=""""","=""""",0,3.67,Penguin Books India,Hardcover,239,2008,2008,,2014/02/12,to-read,to-read (#28),to-read,,,,,,,0,,,,,
15686,The Outsider,Albert Camus,"Camus, Albert",Joseph Laredo,"=""0141182504""","=""9780141182506""",0,3.93,Penguin Group,Paperback,117,2006,1942,,2014/02/12,to-read,to-read (#27),to-read,,,,,,,0,,,,,
19063,The Book Thief,Markus Zusak,"Zusak, Markus",,"=""0375831002""","=""9780375831003""",0,4.35,Knopf Books for Young Readers,Hardcover,550,2006,2005,,2014/02/12,to-read,to-read (#26),to-read,,,,,,,0,,,,,
6185,Wuthering Heights,Emily Brontë,"Brontë, Emily",,"=""0393978893""","=""9780393978896""",0,3.80,W. W. Norton & Company,Paperback,464,2002,1847,,2014/02/12,to-read,to-read (#25),to-read,,,,,,,0,,,,,
18373,Flowers for Algernon,Daniel Keyes,"Keyes, Daniel",,"=""0156030306""","=""9780156030304""",0,4.01,Mariner Books,Paperback,311,2005,1958,,2014/02/12,to-read,to-read (#24),to-read,,,,,,,0,,,,,
6300,Howl: Original Draft Facsimile,Allen Ginsberg,"Ginsberg, Allen",Barry Miles,"=""0060926112""","=""9780060926113""",0,4.20,Harper Perennial,paper,208,1995,,,2014/02/12,to-read,to-read (#23),to-read,,,,,,,0,,,,,
210834,Kim,Rudyard Kipling,"Kipling, Rudyard",Edward W. Said,"=""0140183523""","=""9780140183528""",0,3.71,Penguin Classics,Mass Market Paperback,366,1981,1901,,2014/02/12,to-read,to-read (#23),to-read,,,,,,,0,,,,,
52036,Siddhartha,Hermann Hesse,"Hesse, Hermann",Hilda Rosner,"=""0553208845""","=""9780553208849""",0,3.96,Bantam Books,Mass Market Paperback,160,1981,1922,,2014/02/12,to-read,to-read (#22),to-read,,,,,,,0,,,,,
33600,Shantaram,Gregory David Roberts,"Roberts, Gregory David",,"=""192076920X""","=""9781920769208""",0,4.25,Scribe,Paperback,936,2004,2003,,2014/02/12,to-read,to-read (#21),to-read,,,,,,,0,,,,,
18144048,I Forgot to Remember: A Memoir of Amnesia,Su Meck,"Meck, Su",Daniel de Visé,"=""1451685815""","=""9781451685817""",0,3.42,Simon & Schuster,Hardcover,288,2014,2014,,2014/02/01,to-read,to-read (#20),to-read,,,,,,,0,,,,,
33917,The Namesake,Jhumpa Lahiri,"Lahiri, Jhumpa",,"=""0618485228""","=""9780618485222""",0,3.94,Mariner Books,Paperback,291,2004,2001,,2014/01/10,to-read,to-read (#18),to-read,,,,,,,0,,,,,
925,"A Clean Kill in Tokyo (John Rain, #1)",Barry Eisler,"Eisler, Barry",,"=""""","=""""",0,3.92,Barry Eisler,Kindle Edition,363,2002,2002,,2014/01/10,to-read,to-read (#17),to-read,,,,,,,0,,,,,
5060378,"The Girl Who Played with Fire (Millennium, #2)",Stieg Larsson,"Larsson, Stieg",Reg Keeland,"=""0307269981""","=""9780307269980""",0,4.20,Alfred A. Knopf,Hardcover,503,2009,2006,,2014/01/10,to-read,to-read (#17),to-read,,,,,,,0,,,,,
5470,1984,George Orwell,"Orwell, George",Erich Fromm,"=""0451524934""","=""9780451524935""",0,4.11,New American Library,Mass Market Paperback,328,1950,1949,,2013/11/24,to-read,to-read (#16),to-read,,,,,,,0,,,,,
226369,Stasiland: Stories from Behind the Berlin Wall,Anna Funder,"Funder, Anna",,"=""1862076553""","=""9781862076556""",0,4.13,Granta Books (UK),Paperback,288,2004,2003,,2013/11/24,to-read,to-read (#15),to-read,,,,,,,0,,,,,
11797365,Escape from Camp 14: One Man's Remarkable Odyssey from North Korea to Freedom in the West,Blaine Harden,"Harden, Blaine",,"=""0670023329""","=""9780670023325""",0,3.98,Viking,Hardcover,205,2012,2012,,2013/11/24,to-read,to-read (#14),to-read,,,,,,,0,,,,,
15729539,NOS4A2,Joe Hill,"Hill, Joe",,"=""0062200577""","=""9780062200570""",0,4.04,William Morrow,Hardcover,692,2013,2013,,2013/11/24,to-read,to-read (#14),to-read,,,,,,,0,,,,,
5211,A Fine Balance,Rohinton Mistry,"Mistry, Rohinton",,"=""140003065X""","=""9781400030651""",0,4.33,Vintage,Paperback,603,2001,1995,,2013/11/24,to-read,to-read (#12),to-read,,,,,,,0,,,,,
4418395,"WWW: Wake (WWW, #1)",Robert J. Sawyer,"Sawyer, Robert J.",,"=""0441016790""","=""9780441016792""",0,3.80,Ace Hardcover,Hardcover,354,2009,2009,,2013/11/24,to-read,to-read (#11),to-read,,,,,,,0,,,,,
11601984,Seed,Rob Ziegler,"Ziegler, Rob",,"=""1597803235""","=""9781597803236""",0,3.19,Night Shade Books,Hardcover,341,2011,2011,,2013/11/24,to-read,to-read (#10),to-read,,,,,,,0,,,,,
17660462,The Everything Store: Jeff Bezos and the Age of Amazon,Brad Stone,"Stone, Brad",,"=""0316219266""","=""9780316219266""",0,3.93,"Little, Brown and Company",Hardcover,341,2013,2013,,2013/10/26,to-read,to-read (#9),to-read,,,,,,,0,,,,,
16113737,The Reason I Jump: The Inner Voice of a Thirteen-Year-Old Boy with Autism,Naoki Higashida,"Higashida, Naoki","K.A. Yoshida, David Mitchell","=""0812994868""","=""9780812994865""",0,3.75,Random House,Hardcover,135,2013,2005,,2013/10/12,to-read,to-read (#8),to-read,,,,,,,0,,,,,
98920,The Bastard of Istanbul,Elif Shafak,"Shafak, Elif",Elif Shafak,"=""0670038342""","=""9780670038343""",0,3.76,Viking Adult,Hardcover,368,2007,2006,,2013/07/22,to-read,to-read (#6),to-read,,,,,,,0,,,,,
168668,Catch-22,Joseph Heller,"Heller, Joseph",,"=""0684833395""","=""9780684833392""",0,3.97,Simon & Schuster ,Paperback,453,2004,1961,,2013/06/30,"to-read, my-books","to-read (#5), my-books (#123)",to-read,,,,,,,0,,,,,
21717,"Triptych (Will Trent, #1)",Karin Slaughter,"Slaughter, Karin",,"=""0385339461""","=""9780385339469""",0,4.13,Delacorte Press,Hardcover,393,2006,2006,,2013/06/15,to-read,to-read (#4),to-read,,,,,,,0,,,,,
4671,The Great Gatsby,F. Scott Fitzgerald,"Fitzgerald, F. Scott",,"=""0743273567""","=""9780743273565""",0,3.86,Scribner,Paperback,192,2004,1925,,2013/06/15,to-read,to-read (#3),to-read,,,,,,,0,,,,,
76336,The Last Town on Earth,Thomas Mullen,"Mullen, Thomas",,"=""1400065208""","=""9781400065202""",0,3.59,Random House,Hardcover,387,2006,2006,,2013/06/14,to-read,to-read (#2),to-read,,,,,,,0,,,,,
15811568,Six Years,Harlan Coben,"Coben, Harlan",,"=""0525953485""","=""9780525953487""",0,3.78,Dutton,Hardcover,351,2013,2003,,2013/04/13,to-read,to-read (#1),to-read,,,,,,,0,,,,,
16071764,"Lean In: Women, Work, and the Will to Lead",Sheryl Sandberg,"Sandberg, Sheryl",,"=""0385349947""","=""9780385349949""",0,3.88,Knopf,Hardcover,217,2013,2013,,2013/03/10,"to-read, my-books","to-read (#290), my-books (#156)",to-read,,,,,,,0,,,,,
32439,Intensity,Dean Koontz,"Koontz, Dean",,"=""0553582917""","=""9780553582918""",0,4.03,Bantam,Paperback,436,2000,1987,,2011/11/06,"to-read, my-books","to-read (#413), my-books (#57)",to-read,,,,,,,0,,,,,
